item_id,similar_items,similar_scores
4379,11312 15233 13116 13107 12300 12299 1653 13106 11311 12596,0.716491 0.544123 0.527729 0.527047 0.521441 0.443956 0.369012 0.343606 0.332375 0.269198
4380,11326 10883 9224 14343 11564 6369 13446 8365 2602 581,0.389841 0.376528 0.359704 0.349980 0.348731 0.284640 0.277214 0.268836 0.264354 0.264203
4381,262 7605 7606 10693 10345 7405 10205 9098 729 12860,0.553325 0.516091 0.516091 0.479290 0.369904 0.338001 0.321782 0.311342 0.299564 0.280898
4382,1585 12395 6047 5959 8657 13871 13864 5588 13859 1405,0.484871 0.412618 0.377205 0.354862 0.325947 0.310580 0.302111 0.295575 0.286155 0.283128
4383,9517 4543 4827 3761 6674 6490 9985 12267 10555 15104,0.567933 0.518591 0.467498 0.420546 0.407328 0.385888 0.376384 0.376384 0.376384 0.375155
4384,12030 5263 11178 13447 6685 4795 8234 12234 6222 4168,0.846719 0.842670 0.712572 0.682386 0.541517 0.512101 0.508175 0.191421 0.187341 0.152272
4385,10038 4991 9309 5217 2156 3239 11597 14416 7796 12206,0.886485 0.381615 0.324935 0.323454 0.310684 0.288965 0.282246 0.273197 0.268699 0.268624
4386,9466 15018 2049 7889 5797 8137 11453 10772 8032 6883,0.602885 0.481615 0.455406 0.451106 0.439255 0.434604 0.415320 0.386372 0.380190 0.374577
4387,10812 12726 10807 3415 9758 9534 3094 5672 673 12209,0.361132 0.320916 0.298106 0.291465 0.288854 0.275321 0.266672 0.266604 0.246023 0.241839
4388,13169 9503 11101 7640 10006 6093 5341 2717 3757 8575,0.766776 0.677139 0.603948 0.476877 0.453368 0.421716 0.407040 0.335059 0.259803 0.252958
4389,5973 1765 3778 573 1095 995 8000 7692 6301 4066,0.275809 0.254162 0.241867 0.240257 0.239977 0.238433 0.232904 0.230687 0.216591 0.206209
4390,1399 4989 1990 3871 10624 12197 10266 9986 11295 7771,0.458408 0.398122 0.376378 0.372302 0.336795 0.303895 0.286625 0.283314 0.271914 0.250434
4391,522 5370 2253 3637 8194 622 2082 8862 8777 10671,0.563439 0.549251 0.547250 0.469807 0.452160 0.419120 0.389424 0.344472 0.245388 0.186219
4392,4276 11873 3988 2900 1612 5934 10703 9018 10922 6520,0.707673 0.550685 0.543793 0.537215 0.456767 0.436423 0.426600 0.421684 0.414451 0.393358
4393,10266 1352 12463 4728 1231 8173 13412 11707 1580 9986,0.480704 0.428884 0.404476 0.396529 0.383263 0.364203 0.340092 0.328399 0.326824 0.323314
4394,9587 658 1952 12371 11993 4703 4220 3696 2406 11070,0.489399 0.478970 0.318237 0.300412 0.296569 0.286135 0.271133 0.263001 0.249201 0.248927
4395,9508 11333 163 3676 10809 11263 6684 12342 6404 3510,0.325092 0.319789 0.298696 0.285100 0.283739 0.280845 0.276298 0.276270 0.272743 0.271124
4396,3987 14907 327 14390 1284 2206 2783 2124 9928 7734,0.630130 0.530940 0.475509 0.384984 0.383993 0.366426 0.364419 0.360873 0.360873 0.360873
4397,8698 7020 9089 1044 9995 3503 11092 29 6727 447,0.555445 0.500884 0.375064 0.358851 0.341012 0.324248 0.309810 0.302676 0.300909 0.299745
4398,6110 6432 3003 1143 11891 11801 1354 9629 1136 12376,0.472974 0.424492 0.386293 0.363129 0.361651 0.345736 0.334147 0.331935 0.328207 0.316458
4399,14616 553 4400 365 8057 8691 7032 6109 6165 6785,0.926463 0.851961 0.808648 0.638202 0.587255 0.488590 0.419463 0.377173 0.326065 0.275115
4400,4399 365 14616 553 8057 8691 7032 6109 6785 14534,0.808648 0.779174 0.749183 0.688937 0.605268 0.503577 0.432329 0.388743 0.283554 0.244900
4401,11799 2373 6432 8167 9850 5690 9194 8540 1143 8476,0.615648 0.469298 0.456812 0.454684 0.432463 0.424454 0.399668 0.398934 0.373260 0.360981
4402,15049 10936 1153 9664 4062 12551 401 10935 6735 1710,0.658769 0.642510 0.628626 0.547545 0.532627 0.531878 0.530562 0.410863 0.385187 0.349887
4403,4602 10089 14459 4061 2869 8150 393 9750 2399 12725,0.615622 0.463180 0.458265 0.451056 0.441095 0.403876 0.394830 0.376910 0.358959 0.320443
4404,14365 8498 4492 3795 6464 12983 8747 3113 1601 5679,0.601880 0.580636 0.382856 0.336305 0.303910 0.289920 0.280640 0.261590 0.260641 0.259523
4405,6514 3970 4310 5128 8345 6110 14516 12543 10688 922,0.390298 0.344196 0.319955 0.319656 0.314541 0.303878 0.300969 0.281290 0.275359 0.275098
4406,9980 1441 858 5718 883 10963 14416 10728 8879 4838,0.342234 0.323252 0.310813 0.307098 0.304280 0.294360 0.281201 0.265963 0.262768 0.256188
4407,6542 1155 8151 1723 10246 1721 11119 11226 1776 2969,0.838755 0.762743 0.590056 0.568521 0.549447 0.543669 0.538431 0.503666 0.473464 0.444150
4408,6347 12800 4308 4234 8044 2680 9597 6066 4571 14556,0.491136 0.417146 0.335524 0.307843 0.304930 0.303763 0.301950 0.282632 0.276529 0.272849
4409,1191 9500 15004 213 702 5292 9117 7308 4973 1300,0.503749 0.468968 0.443065 0.421991 0.419020 0.416991 0.414183 0.413411 0.406592 0.404485
4410,2789 6500 7809 386 11882 2239 4250 10596 257 5881,0.339941 0.282443 0.279350 0.274251 0.268976 0.262812 0.256079 0.246170 0.237343 0.236322
4411,4759 2550 4412 4635 3742 3818 11876 5233 1350 2554,0.585751 0.585639 0.462462 0.413777 0.413777 0.413777 0.413777 0.413777 0.413777 0.413777
4412,4411 4759 3593 14874 1281 4879 10397 7005 1283 1279,0.462462 0.412293 0.366192 0.358493 0.323048 0.321259 0.308407 0.306745 0.300247 0.297575
4413,1573 12589 2995 4609 13621 7457 12725 6432 2616 10097,0.296861 0.291550 0.279852 0.274039 0.271434 0.244966 0.239594 0.236360 0.233680 0.225751
4414,1826 10815 10991 12656 9854 8542 10627 5450 10994 6805,0.412077 0.379943 0.378648 0.370996 0.359751 0.341580 0.340145 0.328641 0.327914 0.324616
4415,9191 11923 11382 10997 6804 10998 10630 5846 13209 10628,1.000000 0.868166 0.786502 0.540994 0.536724 0.481334 0.464798 0.434056 0.359148 0.326971
4416,3843 10556 4686 12656 10992 14105 2876 10461 8191 6847,0.573667 0.367822 0.332949 0.324645 0.315457 0.308577 0.307164 0.306647 0.295642 0.295038
4417,8985 4936 14095 5722 7732 1328 14653 9965 375 8989,0.306646 0.263933 0.262949 0.261204 0.255566 0.253434 0.249463 0.245585 0.238897 0.235144
4418,7202 13385 8665 8408 13132 13836 9615 1881 10283 11007,0.349973 0.283669 0.278789 0.274619 0.258085 0.250330 0.238001 0.234207 0.221991 0.202499
4419,2670 14378 388 13525 5609 2119 2043 2224 9672 4554,0.464557 0.322712 0.306330 0.272339 0.261191 0.259630 0.252186 0.249907 0.242640 0.237572
4420,927 5910 4725 8701 11244 9445 6453 6058 14006 6653,0.475822 0.472192 0.419440 0.402011 0.359299 0.336225 0.331179 0.313056 0.297335 0.290979
4421,1294 1293 12899 11409 1633 13032 10344 4956 951 3465,0.510758 0.478391 0.393437 0.393082 0.378678 0.352541 0.337975 0.337180 0.299400 0.277777
4422,6929 4423 3035 4001 2347 4326 9603 8554 1656 590,0.562576 0.503296 0.457902 0.401939 0.365339 0.319715 0.310725 0.297008 0.283875 0.272029
4423,4326 4422 6929 9522 325 10145 3798 1045 3799 9116,0.521446 0.503296 0.477517 0.466885 0.441446 0.431666 0.415718 0.413868 0.402331 0.368870
4424,14619 112 8587 8050 10820 52 14406 15212 15211 78,0.601305 0.601305 0.601305 0.601305 0.601305 0.601305 0.601305 0.601305 0.601305 0.601305
4425,6248 10234 4326 6860 8692 13768 593 11864 325 1045,0.380946 0.358078 0.354332 0.343277 0.329880 0.287807 0.269218 0.267837 0.263149 0.246709
4426,53 15013 80 8475 7111 91 11718 8413 7134 7124,0.967628 0.721261 0.721261 0.721261 0.720830 0.703910 0.695481 0.653739 0.615114 0.609230
4427,10739 3632 4192 12103 14240 6197 14518 3469 5759 11125,0.463621 0.433612 0.430555 0.372822 0.366601 0.365604 0.355458 0.338668 0.328791 0.323633
4428,2850 12247 8343 14161 903 1632 7624 8366 6308 11630,0.416791 0.398972 0.395667 0.391149 0.377223 0.377223 0.335220 0.330129 0.326335 0.318364
4429,15215 14406 7114 12062 15067 8587 10715 7159 15112 52,0.828811 0.813810 0.813810 0.813810 0.813810 0.813810 0.813810 0.813810 0.813810 0.813810
4430,12850 14480 14130 14923 14474 14548 14131 13878 13885 14226,0.943244 0.878582 0.831882 0.823669 0.820951 0.702489 0.691924 0.636293 0.578421 0.541814
4431,7113 13016 15184 93 101 3055 11314 9043 2204 11185,1.000000 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905
4432,78 15112 15211 15212 81 8050 14979 52 15247 14875,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
4433,7111 8475 80 15013 11718 7124 14850 2131 13388 11126,0.728002 0.717884 0.717884 0.717884 0.712841 0.606377 0.596813 0.594163 0.589667 0.585668
4434,8953 2897 11870 15260 11457 12796 4054 10682 3064 9415,0.834279 0.799042 0.799042 0.529751 0.524459 0.445889 0.427473 0.409552 0.408096 0.404896
4435,13906 14433 14895 8337 6049 7623 13676 5666 13172 6781,0.399842 0.359666 0.349473 0.291473 0.265836 0.264519 0.261838 0.250150 0.246033 0.243016
4436,14080 95 8802 14049 6971 7113 4431 6746 7398 13970,0.595040 0.587257 0.409551 0.407120 0.403863 0.397793 0.397793 0.387766 0.387766 0.384618
4437,3469 14361 10976 6197 12103 3810 11440 13134 14240 11125,0.644628 0.608518 0.525499 0.482178 0.471675 0.444425 0.410712 0.410712 0.401083 0.399927
4438,6354 10107 7858 12316 990 6313 14693 502 10849 11261,0.528647 0.515921 0.457995 0.421664 0.393078 0.345415 0.332714 0.298634 0.297736 0.297696
4439,4183 7620 995 7972 9166 521 4442 7270 5088 5725,0.294230 0.286981 0.281911 0.279876 0.278996 0.248537 0.231271 0.227139 0.226573 0.226422
4440,5954 12251 3779 12406 6994 10584 7671 11493 12001 13339,0.369941 0.321505 0.319687 0.300337 0.285935 0.269110 0.237726 0.229669 0.219433 0.216593
4441,7717 3306 5719 3769 686 3675 14377 8274 14515 2106,1.000000 0.832303 0.637059 0.535397 0.524178 0.501252 0.471948 0.471948 0.446537 0.438945
4442,704 711 312 502 7839 1578 664 937 3771 3770,0.424122 0.418907 0.417657 0.416655 0.393438 0.387013 0.363809 0.336158 0.335134 0.335134
4443,9705 13083 13481 11047 15175 14752 11635 12952 12953 9880,0.567289 0.357107 0.305789 0.305789 0.285303 0.285303 0.274230 0.270607 0.270607 0.268163
4444,11907 13545 12636 8432 1789 12927 12928 8167 12956 5242,1.000000 0.761356 0.742898 0.736715 0.574086 0.516385 0.516385 0.368504 0.363270 0.342190
4445,4336 10335 7233 10306 8400 4367 9379 11243 7469 2273,0.605452 0.527171 0.494270 0.448554 0.448489 0.439070 0.439070 0.370168 0.329196 0.308292
4446,7986 4048 5583 13614 11266 12904 11410 8278 14021 2811,0.584318 0.500091 0.474754 0.439252 0.436173 0.434696 0.425026 0.417963 0.410475 0.402169
4447,8713 6755 13050 13756 15158 14339 12627 5515 467 12060,1.000000 0.625153 0.339789 0.328366 0.316793 0.308810 0.306836 0.304687 0.303061 0.299831
4448,13901 7549 4449 8258 13830 9691 4674 13841 11872 1689,0.734966 0.715391 0.523195 0.387854 0.258187 0.242680 0.242416 0.225509 0.222387 0.221675
4449,4448 13901 7549 8258 486 5823 209 5948 3536 8740,0.523195 0.473840 0.392612 0.290029 0.238670 0.233101 0.217258 0.211853 0.201805 0.199671
4450,8123 15188 8122 8126 14607 8459 4825 5085 14829 13968,0.939380 0.923813 0.675190 0.568930 0.480461 0.447623 0.399776 0.397744 0.396333 0.379784
4451,14228 10511 2160 15140 10254 4434 3157 7433 13092 9497,0.632692 0.459007 0.411533 0.358902 0.358902 0.248752 0.248035 0.236395 0.216380 0.212669
4452,13099 1303 12183 11283 11199 11206 12418 8585 11558 15201,0.395152 0.394848 0.365554 0.339220 0.338447 0.331784 0.328044 0.323528 0.314653 0.312145
4453,759 6746 7398 6748 6664 6668 776 14292 12491 4123,0.647387 0.449159 0.449159 0.352560 0.336300 0.327476 0.308034 0.307414 0.307414 0.307414
4454,1121 11441 11867 5595 6971 13970 4436 12571 13017 13498,0.490036 0.450493 0.430366 0.430366 0.402530 0.370554 0.364135 0.339214 0.321113 0.315643
4455,14008 7312 5709 613 7895 5244 11432 7803 5896 2852,0.394397 0.368651 0.359412 0.337746 0.332127 0.323676 0.321683 0.318783 0.298196 0.296346
4456,2699 7527 3524 4465 5246 12470 12565 11667 6145 11248,0.775318 0.751784 0.523314 0.428738 0.388824 0.354114 0.291785 0.273059 0.250333 0.237844
4457,1835 9858 10533 7010 11253 9450 14404 5439 5652 12863,0.326982 0.324929 0.317377 0.305109 0.285424 0.260144 0.258453 0.255144 0.245930 0.243084
4458,367 8948 11097 3877 10312 9149 12861 9434 15267 7086,0.560806 0.560806 0.560806 0.509250 0.456182 0.446756 0.413929 0.411427 0.407416 0.360410
4459,6144 5597 3522 5767 5197 5237 1896 11475 6909 1898,0.447115 0.415632 0.392790 0.388772 0.376011 0.367504 0.359414 0.356370 0.348804 0.347508
4460,3997 8357 2974 4935 13460 14047 7985 13791 9392 13102,0.505506 0.423283 0.299198 0.286164 0.283555 0.254833 0.222661 0.222595 0.217363 0.216355
4461,10627 4743 10990 2876 4145 8542 9854 10994 8982 10991,0.692238 0.590149 0.518520 0.510611 0.489558 0.466012 0.452360 0.448334 0.445457 0.428877
4462,1896 5486 5894 9808 6981 268 5711 4747 6623 6508,0.391198 0.381873 0.350952 0.337329 0.326099 0.323088 0.294320 0.292716 0.288069 0.286062
4463,10821 4707 8055 13253 6885 4008 8021 8930 626 11453,0.907037 0.498430 0.496510 0.476519 0.455017 0.427516 0.423250 0.421482 0.418680 0.407921
4464,12161 13496 11290 3538 9801 1842 1162 2037 2695 12216,0.348629 0.314576 0.277122 0.259517 0.259462 0.258055 0.255659 0.250297 0.244789 0.243498
4465,3524 4456 2699 7527 12987 10827 1177 6319 2627 10204,0.459906 0.428738 0.405415 0.400245 0.231096 0.200002 0.193755 0.179423 0.175510 0.172892
4466,4547 7204 5678 12479 4172 4706 13384 3603 13536 13837,0.411300 0.372138 0.367092 0.352621 0.345037 0.340233 0.308251 0.302038 0.284723 0.284219
4467,1407 8961 1785 8445 3681 1442 4933 8895 10132 4282,0.465010 0.433708 0.388568 0.374394 0.371724 0.360009 0.348014 0.341273 0.318660 0.305404
4468,162 6033 2309 1404 6296 6590 169 323 142 6466,0.731036 0.708218 0.669834 0.660435 0.629538 0.617269 0.611926 0.607338 0.604815 0.603127
4469,11849 4339 12803 3615 4487 74 4313 5943 2721 7927,0.550641 0.500331 0.500331 0.495754 0.452794 0.450997 0.434559 0.426304 0.423541 0.405216
4470,1601 13620 6464 5679 5140 9157 8498 5039 6439 3288,0.566524 0.543342 0.501484 0.498139 0.428988 0.372065 0.367844 0.357852 0.355975 0.339895
4471,3439 4113 6907 9526 7831 7307 237 6682 7513 12165,0.494966 0.484081 0.466288 0.427718 0.408693 0.401868 0.386296 0.364869 0.353664 0.349786
4472,3714 5725 5169 10419 12232 14107 12107 4949 11154 3943,0.300813 0.260618 0.254252 0.253314 0.251179 0.239719 0.221625 0.217316 0.217316 0.215806
4473,11062 4475 10266 9743 4482 1476 11127 11345 14983 10685,0.354018 0.317797 0.274883 0.264082 0.262010 0.261363 0.254017 0.248298 0.247047 0.237819
4474,6439 3440 12019 1807 13196 6873 1768 5379 12907 11023,0.473387 0.387965 0.355030 0.338657 0.330963 0.320313 0.285677 0.268042 0.257931 0.244647
4475,1299 8791 3499 8700 11045 6218 4473 6585 2629 792,0.403975 0.392544 0.389193 0.380450 0.361680 0.347310 0.317797 0.314177 0.302072 0.256728
4476,5005 5008 14490 1670 11592 14781 13563 1876 1024 10016,0.355761 0.315465 0.290374 0.289072 0.277843 0.271603 0.237028 0.233162 0.196596 0.185319
4477,11829 819 11957 5038 835 5821 4736 12361 1401 3314,0.491932 0.388644 0.350699 0.329294 0.305058 0.287445 0.277547 0.270963 0.265242 0.243807
4478,6960 7247 10851 5293 5589 422 14060 8003 14303 12603,0.327028 0.265308 0.260863 0.246552 0.236445 0.235757 0.234672 0.232346 0.228145 0.224618
4479,5422 7502 9163 761 546 7902 6050 3030 1203 778,0.376453 0.376453 0.376453 0.376453 0.376453 0.376453 0.376453 0.376453 0.376453 0.376453
4480,1685 10634 2106 12482 11584 9431 4335 8639 13718 6398,0.332763 0.330071 0.306630 0.295627 0.295110 0.294827 0.285663 0.284008 0.273628 0.260660
4481,5644 3498 2440 13056 5624 12599 7580 11021 6588 309,0.792481 0.583369 0.557303 0.462722 0.427815 0.229605 0.193943 0.131295 0.129054 0.116937
4482,436 5213 9042 3257 479 1515 10895 1105 3112 9874,0.581865 0.561666 0.546525 0.536898 0.535590 0.531859 0.505850 0.499429 0.497791 0.490880
4483,4238 8653 9070 3207 2782 3698 6956 1570 1970 3711,0.700849 0.700849 0.677713 0.664049 0.600077 0.571533 0.540735 0.514127 0.506163 0.488673
4484,8771 12571 14176 1244 7398 6746 12458 6946 4502 7053,0.378088 0.263509 0.258337 0.255624 0.245755 0.245755 0.242723 0.233088 0.229070 0.228969
4485,10273 6087 1505 9168 13303 10824 1247 1764 2472 5004,0.363828 0.336978 0.260637 0.257037 0.254240 0.244203 0.239057 0.238789 0.235687 0.227977
4486,12638 10421 12391 5183 6537 11218 3077 4944 11331 7801,0.386569 0.353981 0.350734 0.330304 0.328007 0.327787 0.312888 0.283138 0.278489 0.271531
4487,5943 4313 2721 7927 3509 4469 74 5823 2509 4990,0.583103 0.542235 0.527566 0.504740 0.477176 0.452794 0.447240 0.430359 0.415826 0.414181
4488,7419 4224 10452 11044 3705 7372 6234 10742 10066 6316,0.433031 0.382727 0.373422 0.366135 0.356627 0.347723 0.334377 0.324632 0.308438 0.279369
4489,15118 8618 1382 8394 11541 1219 3193 2532 13285 10274,0.445252 0.378197 0.255966 0.246193 0.227131 0.216377 0.204742 0.194432 0.188989 0.184593
4490,7465 13092 777 3743 10417 6225 7034 6778 8008 3523,0.556670 0.477162 0.382595 0.372559 0.330256 0.328157 0.299756 0.293688 0.288514 0.286591
4491,6020 1579 13302 10121 4841 3911 10052 10117 6757 13641,0.374347 0.348556 0.304355 0.298930 0.273798 0.262123 0.257553 0.231666 0.227557 0.223532
4492,14365 4404 5993 8498 775 13566 3795 8121 6910 757,0.493345 0.382856 0.363551 0.354619 0.353919 0.327923 0.322946 0.304662 0.290470 0.274812
4493,5389 15282 9081 1446 12890 14216 9268 10846 6551 2555,0.595527 0.553526 0.486846 0.416864 0.413171 0.409680 0.385922 0.363312 0.358218 0.345170
4494,11769 1656 6968 468 354 12879 11762 7790 11194 2550,0.347064 0.294359 0.279775 0.269120 0.268655 0.261482 0.257907 0.257462 0.256115 0.248740
4495,4003 11168 10571 7953 70 2866 8859 9541 2855 9332,0.442087 0.351439 0.345364 0.300063 0.282051 0.273081 0.230676 0.222874 0.214398 0.203060
4496,4221 7404 14730 4737 5198 15033 2917 14010 5968 15267,0.521524 0.367338 0.300929 0.300929 0.264329 0.260133 0.253246 0.245342 0.245099 0.229092
4497,876 6679 7783 11169 10617 3225 7504 3462 13196 11953,0.487794 0.416471 0.395268 0.379990 0.346536 0.344648 0.344606 0.340222 0.331936 0.324054
4498,1415 13264 8623 3702 3767 3724 4124 5996 6588 5081,0.401021 0.347230 0.314757 0.304134 0.298159 0.272657 0.262870 0.245216 0.221159 0.219277
4499,6959 1417 813 6033 162 2935 2309 6296 812 13108,0.765816 0.710725 0.594123 0.566598 0.552388 0.548984 0.535889 0.523989 0.520252 0.507037
4500,12305 337 5275 1703 7763 551 4313 8779 14780 2943,0.772450 0.637073 0.618929 0.571065 0.536872 0.524808 0.482618 0.432600 0.320578 0.292430
4501,8567 14274 4157 11179 8108 806 4782 454 7031 1820,0.416057 0.345258 0.305585 0.265014 0.250292 0.250127 0.249768 0.245356 0.243606 0.235745
4502,6748 13970 6746 7398 6857 6972 6971 297 2096 6745,0.445890 0.399219 0.349994 0.349994 0.332680 0.331410 0.329637 0.322485 0.313787 0.306171
4503,10453 2355 9684 104 1715 2522 6650 13546 9147 7911,0.512434 0.358469 0.352243 0.347224 0.319349 0.286297 0.285476 0.278035 0.267810 0.254781
4504,15168 15051 11330 8027 5544 14893 10867 8132 15119 4546,0.666293 0.515856 0.376958 0.361015 0.356088 0.354285 0.348122 0.345309 0.333226 0.330821
4505,876 775 5993 7238 4033 6910 757 3033 2798 1900,0.451860 0.421991 0.410811 0.352814 0.342783 0.328230 0.327668 0.327475 0.320036 0.317699
4506,5049 3223 6427 1690 1833 1204 7912 9955 6983 12863,0.564541 0.564326 0.564326 0.548750 0.537768 0.537448 0.496747 0.488976 0.474819 0.442728
4507,4158 14617 9407 11390 6310 11927 6437 3135 11795 5726,0.511223 0.445244 0.395255 0.371172 0.368705 0.335568 0.305793 0.290094 0.264392 0.229434
4508,15180 13511 10200 10517 9479 5148 4510 1848 15080 9216,0.462310 0.428770 0.420880 0.420356 0.400348 0.395325 0.369185 0.361605 0.356714 0.334253
4509,10296 13048 9390 47 9885 6242 5142 12593 11759 9051,0.594197 0.382199 0.373434 0.373434 0.330221 0.316952 0.304978 0.303353 0.302108 0.279053
4510,4508 4044 911 3762 15180 5148 5939 12041 1848 2201,0.369185 0.299549 0.279660 0.276609 0.264245 0.261129 0.235767 0.235767 0.223650 0.223317
4511,544 198 545 8826 1455 11212 5851 4391 4478 10939,0.928518 0.808484 0.634933 0.252386 0.209455 0.202343 0.192243 0.159267 0.153510 0.143787
4512,13261 19 16 20 17 1055 10327 6195 2693 3454,1.000000 1.000000 0.932602 0.796962 0.730301 0.478804 0.478804 0.478804 0.478804 0.469787
4513,2075 9989 3237 14451 2766 6117 8719 6632 6047 8052,0.283926 0.271303 0.260507 0.254298 0.252715 0.250253 0.250026 0.247430 0.236152 0.223920
4514,2814 11753 1529 3046 12511 2815 11749 10410 1533 13708,0.565522 0.518892 0.506575 0.487515 0.400046 0.396307 0.384729 0.340504 0.319273 0.302670
4515,12425 2744 2741 10206 2743 2745 13327 14327 1165 2742,0.637605 0.637605 0.569331 0.519275 0.490922 0.478142 0.477767 0.458626 0.440626 0.418872
