i,Title,Author,description,api_title,api_authors,api_source,api_query
2218,La définition du bonheur : roman /,"Cusset, Catherine","""'Pour Clarisse, le bonheur n'existait pas dans la durée et la continuité (cela, c'était le mien), mais dans le fragment, sous forme de pépite qui brillait d'un éclat singulier, même si cet éclat précédait la chute.' Deux femmes : Clarisse, ogre de vie, grande amoureuse et passionnée de l'Asie, porte en elle depuis l'origine une faille qui annonce le désastre ; Ève balance entre raison et déraison, tout en développant avec son mari une relation profonde et stable. L'une habite Paris, l'autre New York. À leur insu, un lien mystérieux les unit. À travers l'entrelacement de leurs destinées, ce roman intense dresse la fresque d'une époque, des années quatre-vingt à nos jours, et interroge le rapport des femmes au corps et au désir, à l'amour, à la maternité, au vieillissement et au bonheur.""--",La définition du bonheur,,Open Library ISBN,9782072950377
2219,Ecrire comme une abeille : la littérature jeunesse de la lecture à l'écriture /,"Beauvais, Clémentine","Ecrire comme une abeille : la littérature jeunesse de la lecture à l'écriture / is a book by Beauvais, Clémentine. It is associated with the following themes: Création littéraire, Guides pratiques. The book is published by Gallimard Jeunesse.",,,Local metadata fallback,
2220,Paysages comestibles : les nouveaux jardins nourriciers /,"Merle, Evaine","Paysages comestibles : les nouveaux jardins nourriciers / is a book by Merle, Evaine. It is associated with the following themes: Paysage rural, Cultures maraîchères. The book is published by Editions Eugen Ulmer.",,,Local metadata fallback,
2221,La fabrique des surdoués : dangers et impostures du marché de l'intelligence /,"Pellissier, Jérôme","La fabrique des surdoués : dangers et impostures du marché de l'intelligence / is a book by Pellissier, Jérôme. It is associated with the following themes: Enfants surdoués, Surdoués, Tests d'intelligence, Psychométrie. The book is published by Dunod.",,,Local metadata fallback,
2222,Gina /,"Climent Huguet, Maria 1985-....","Gina / is a book by Climent Huguet, Maria 1985-..... The book is published by Des femmes-Antoinette Fouque.",,,Local metadata fallback,
2223,"Pour une écologie spirituelle : la Terre, l'Âme, la Société, une nouvelle trinité pour notre temps /","Satish Kumar, 1936-","Pour une écologie spirituelle : la Terre, l'Âme, la Société, une nouvelle trinité pour notre temps / is a book by Satish Kumar, 1936-. It is associated with the following themes: Spiritualité, Éthique de l'environnement, Écologie humaine. The book is published by Belfond.",,,Local metadata fallback,
2224,La guérison émotionnelle /,"Siaud-Facchin, Jeanne","La guérison émotionnelle / is a book by Siaud-Facchin, Jeanne. It is associated with the following themes: Thérapie émotionnelle, Émotions, Méditations. The book is published by Editions Odile Jacob.",,,Local metadata fallback,
2225,Se donner toutes les chances /,"Calestrémé, Natacha","Se donner toutes les chances / is a book by Calestrémé, Natacha. It is associated with the following themes: Médecines alternatives, Santé, Thérapeutique, Guides pratiques. The book is published by Albin Michel.",,,Local metadata fallback,
2226,Le Zen et l'art de sauver la planète /,"Thich, Nhat Hanh","Le Zen et l'art de sauver la planète / is a book by Thich, Nhat Hanh. It is associated with the following themes: Bouddha, Bouddhisme, Bouddhisme mahāyāna. The book is published by Le Courrier du livre.",,,Local metadata fallback,
2227,Donner du sens à son alimentation pour donner du sens à sa vie : la porte nutritionnelle /,"Nathan, Paule","Donner du sens à son alimentation pour donner du sens à sa vie : la porte nutritionnelle / is a book by Nathan, Paule. It is associated with the following themes: Diététique, Alimentation, Guides pratiques. The book is published by Editions Odile Jacob.",,,Local metadata fallback,
2228,L'incendie : roman /,"Krien, Daniela","L'incendie : roman / is a book by Krien, Daniela. The book is published by Albin Michel.",,,Local metadata fallback,
2229,L'étonnant pouvoir des couleurs : (en couleurs) /,"Causse, Jean-Gabriel","L'étonnant pouvoir des couleurs : (en couleurs) / is a book by Causse, Jean-Gabriel. It is associated with the following themes: Couleur--Aspect psychologique., Couleurs--Aspect symbolique., Couleur en marketing., Couleur en design., Ouvrages illustrés.. The book is published by Flammarion.",,,Local metadata fallback,
2230,Le genre : expliqué à celles et ceux qui sont perdu.es /,"Laurent-Mayard, Aline 19..-....","Le genre : expliqué à celles et ceux qui sont perdu.es / is a book by Laurent-Mayard, Aline 19..-..... It is associated with the following themes: Identité sexuelle, Orientation sexuelle, Minorités sexuelles. The book is published by Buchet/Chastel.",,,Local metadata fallback,
2231,"Le grand livre de l'alimentation anti-inflammatoire : arthrose, Alzheimer, cancer, asthme, obésité... les meilleurs ingrédients et recettes pour prévenir l'inflammation chronique /","Proust-Millon, Laetitia","Le grand livre de l'alimentation anti-inflammatoire : arthrose, Alzheimer, cancer, asthme, obésité... les meilleurs ingrédients et recettes pour prévenir l'inflammation chronique / is a book by Proust-Millon, Laetitia. It is associated with the following themes: Inflammation--Besoins alimentaires. The book is published by Leducs éditions.",,,Local metadata fallback,
2232,Tiny house : du rêve à la réalisation /,"Rechsteiner, Kevin 1982-....","Tiny house : du rêve à la réalisation / is a book by Rechsteiner, Kevin 1982-..... It is associated with the following themes: Petits espaces (habitations)--Aménagement, Habitations mobiles--Droit, Guides pratiques. The book is published by Jouvence Éditions.",,,Local metadata fallback,
2233,Qu'est-ce qu'on peut être con ! : Comment ne plus prendre de décisions stupides ? /,"Thalmann, Yves-Alexandre, 1967-","Qu'est-ce qu'on peut être con ! : Comment ne plus prendre de décisions stupides ? / is a book by Thalmann, Yves-Alexandre, 1967-. It is associated with the following themes: Jugement--Psychologie, Prise de décision--Psychologie, Intelligence. The book is published by Editions Mardaga.",,,Local metadata fallback,
2234,Jim /,"Schuiten, François 1956-....","Jim / is a book by Schuiten, François 1956-..... It is associated with the following themes: Chien, Deuil (psychanalyse). The book is published by Rue de Sèvres.",,,Local metadata fallback,
2235,La main de Dieu /,"Char, Yasmine","La main de Dieu / is a book by Char, Yasmine. The book is published by Gallimard.",,,Local metadata fallback,
2236,"Si tu savais, c'est merveilleux /","Barrault, Marie-Christine 1944-....","Si tu savais, c'est merveilleux / is a book by Barrault, Marie-Christine 1944-..... It is associated with the following themes: Barrault, Marie-Christine, Récits personnels. The book is published by Stock.",,,Local metadata fallback,
2237,Méditation : pour des journées plus zen /,"Colombel, Marine","Méditation : pour des journées plus zen / is a book by Colombel, Marine. It is associated with the following themes: Pleine conscience, Sérénité, Gestion du stress. The book is published by Marabout.",,,Local metadata fallback,
2238,Humains en action : un parcours vers l'Incarnation /,"Mazza, Elodie","Humains en action : un parcours vers l'Incarnation / is a book by Mazza, Elodie. The book is published by Editions Favre.",,,Local metadata fallback,
2239,Guérir à deux voix /,"Yalom, Irvin D., 1931-","Guérir à deux voix / is a book by Yalom, Irvin D., 1931-. It is associated with the following themes: Psychothérapie--Récits personnels, Création littéraire. The book is published by Albin Michel.",,,Local metadata fallback,
2240,Un souffle à l'aube /,"Najjar, Sarah 1986-","Un souffle à l'aube / is a book by Najjar, Sarah 1986-. It is associated with the following themes: Deuil, Romans graphiques. The book is published by Editions Slatkine.",,,Local metadata fallback,
2241,Pardonner : guérir des blessures de la vie /,"Fischer, Gustave-Nicolas 19..-....","Pardonner : guérir des blessures de la vie / is a book by Fischer, Gustave-Nicolas 19..-..... It is associated with the following themes: Traumatisme psychique., Pardon., Guérison., Pardon--Psychologie, Pardon--Emploi en thérapeutique. The book is published by Odile Jacob.",,,Local metadata fallback,
2242,Comprendre le monde : petite conférence /,"Horvilleur, Delphine","Comprendre le monde : petite conférence / is a book by Horvilleur, Delphine. It is associated with the following themes: Judaïsme réformé, Femmes rabbins. The book is published by Bayard.",,,Local metadata fallback,
2243,"Agir et penser comme le petit prince : [libre, rêveur, émerveillé, poétique, désintéressé, charmant, honnête, doux…] /","Garnier, Stéphane, 1974-","Agir et penser comme le petit prince : [libre, rêveur, émerveillé, poétique, désintéressé, charmant, honnête, doux…] / is a book by Garnier, Stéphane, 1974-. It is associated with the following themes: Saint-Exupéry, Antoine de.--""Le petit prince"", Acceptation de soi, Réalisation de soi. The book is published by Les Editions de l'Opportun.",,,Local metadata fallback,
2244,Le grand guide du Druide : initiez-vous à la médecine secrète des Celtes /,"Lamour, Pascal 1958-....","Le grand guide du Druide : initiez-vous à la médecine secrète des Celtes / is a book by Lamour, Pascal 1958-..... It is associated with the following themes: Druides, Guides pratiques. The book is published by PureSanté Editions.",,,Local metadata fallback,
2245,Éloge des petites bites : pour en finir avec la dictature viriliste /,"Delvaux, Octavie","Éloge des petites bites : pour en finir avec la dictature viriliste / is a book by Delvaux, Octavie. It is associated with the following themes: Pénis., Masculinité., Sexualité.. The book is published by la Musardine.",,,Local metadata fallback,
2246,Comment ça va pas ? : conversations après le 7 octobre /,"Horvilleur, Delphine","Comment ça va pas ? : conversations après le 7 octobre / is a book by Horvilleur, Delphine. It is associated with the following themes: Conflit israélo-arabe--France--2000-...., Antisémitisme--France--2000-...., Récits personnels français.. The book is published by Bernard Grasset.",,,Local metadata fallback,
2247,"Va, vis et deviens conscient de toi-même : 12 chemins de métamorphose /","Ghesquière, Anne 1971-....","Va, vis et deviens conscient de toi-même : 12 chemins de métamorphose / is a book by Ghesquière, Anne 1971-..... It is associated with the following themes: Réalisation de soi, Guides pratiques. The book is published by Éditions Eyrolles.",,,Local metadata fallback,
2248,Quelqu'un a vu le bonheur ? /,"André, Christophe psychiatre 1956-....","Quelqu'un a vu le bonheur ? / is a book by André, Christophe psychiatre 1956-..... It is associated with the following themes: Bonheur--Société., Méditation--Psychologie.. The book is published by Éditions de l'Aube.",,,Local metadata fallback,
2249,"C'est fini j'arrête ! : pouvoir tourner la page en amour, en amitié, au travail... et passer à autre chose /","Richo, David","C'est fini j'arrête ! : pouvoir tourner la page en amour, en amitié, au travail... et passer à autre chose / is a book by Richo, David. It is associated with the following themes: Réalisation de soi, Bien-être, Affirmation de soi. The book is published by le Courrier du livre.",,,Local metadata fallback,
2250,Dans le cerveau de... /,"Chokron, Sylvie directrice de recherche CNRS 1964-....","Dans le cerveau de... / is a book by Chokron, Sylvie directrice de recherche CNRS 1964-..... It is associated with the following themes: Biais cognitifs, Aptitude--Intelligence, Sciences cognitives, Récits personnels. The book is published by Presses de la Cité.",,,Local metadata fallback,
